C,C/K,D,S,S/K,k,r,sigma,t
4.86,0.00447,0.03,1066.67,0.9816,1086.67,0.0119,0.10846,0.0761
77.98,0.09142,0.033,932.97,1.09379,852.97,0.0159,0.11089,0.1277
70.94,0.06667,0.023,1124.12,1.05638,1064.12,0.0144,0.14466,0.3246
59.65,0.06701,0.021,950.2,1.0674,890.2,0.0168,0.02377,0.0699
7.38,0.00835,0.023,883.57,1.0,883.57,0.0293,0.07832,0.068
32.8,0.03195,0.02,1026.5,1.0,1026.5,0.0205,0.13409,0.3601
11.86,0.01178,0.033,926.41,0.92051,1006.41,0.0254,0.30473,0.116
0.14,0.00012,0.028,1137.94,0.96604,1177.94,0.0113,0.04383,0.1672
17.57,0.02003,0.025,877.31,1.0,877.31,0.0122,0.11064,0.2398
47.62,0.05002,0.032,991.96,1.04202,951.96,0.0187,0.11374,0.372
11.8,0.01089,0.024,1083.52,1.0,1083.52,0.0232,0.0837,0.1077
48.81,0.04527,0.025,1038.31,0.9629,1078.31,0.0259,0.10277,2.5543
80.64,0.08345,0.022,1026.35,1.06209,966.3499999999999,0.017,0.12241,1.0742
16.43,0.01552,0.025,998.3,0.94331,1058.3,0.0233,0.18236,0.2815
0.0,0.0,0.03,877.45,0.91644,957.45,0.016,0.05694,0.1041
0.0,0.0,0.028,994.66,0.94311,1054.6599999999999,0.023,0.01929,0.1827
29.99,0.02865,0.03,1066.63,1.01911,1046.63,0.0104,0.10974,0.2152
81.31,0.09353,0.026,949.33,1.09202,869.33,0.0293,0.04738,1.0709
60.14,0.07293,0.022,884.59,1.07276,824.59,0.0258,0.06839,0.0783
0.55,0.00063,0.032,852.6,0.97708,872.6,0.0191,0.03619,0.2652
39.02,0.04292,0.035,949.04,1.044,909.04,0.0203,0.01638,0.0662
67.98,0.06095,0.023,1175.26,1.0538,1115.26,0.0193,0.17886,0.129
38.67,0.03536,0.032,1133.66,1.03657,1093.66,0.0143,0.03917,0.0647
97.99,0.09291,0.023,1154.66,1.09482,1054.66,0.0142,0.04693,0.1741
0.0,0.0,0.023,936.51,0.93979,996.51,0.0276,0.04436,0.1085
59.48,0.06584,0.03,963.34,1.06642,903.34,0.0264,0.04312,0.1022
96.67,0.11838,0.033,916.64,1.12245,816.64,0.0167,0.03268,0.2016
25.9,0.02268,0.034,1161.8,1.01752,1141.8,0.0121,0.09918,0.1265
0.0,0.0,0.028,922.34,0.95843,962.34,0.0133,0.05154,0.0612
0.0,0.0,0.027,817.24,0.91084,897.24,0.0268,0.03131,0.5999
79.2,0.07816,0.033,1073.34,1.05921,1013.3399999999999,0.0104,0.15711,0.7636
0.0,0.0,0.023,1059.03,0.92976,1139.03,0.029,0.03179,0.3759
21.67,0.02266,0.022,956.35,1.0,956.35,0.026,0.08122,0.4603
19.72,0.01914,0.022,1050.38,1.01941,1030.38,0.0116,0.04729,0.0986
5.12,0.00532,0.023,901.92,0.93762,961.92,0.0131,0.16417,0.162
75.77,0.08069,0.021,978.98,1.0426,938.98,0.024,0.3751,0.1387
177.07,0.1906,0.024,909.03,0.97847,929.03,0.0146,0.2396,8.7483
0.21,0.0002,0.024,1000.85,0.94344,1060.85,0.0175,0.08651,0.1089
20.14,0.01692,0.021,1190.54,1.0,1190.54,0.0277,0.09311,0.1936
99.24,0.09273,0.024,1170.24,1.09344,1070.24,0.0155,0.02608,0.0665
2.34,0.0024,0.033,935.95,0.95901,975.95,0.0258,0.10853,0.1218
16.17,0.01909,0.033,867.04,1.02361,847.04,0.0212,0.01939,0.3881
98.9,0.09264,0.03,1167.55,1.09367,1067.55,0.0168,0.14186,0.0741
0.0,0.0,0.029,1117.24,0.93318,1197.24,0.0106,0.0411,0.104
59.35,0.06016,0.028,1046.5,1.06082,986.5,0.0269,0.027,0.2348
38.17,0.05006,0.034,802.54,1.05246,762.54,0.0219,0.06765,0.4441
0.07,7e-05,0.029,927.48,0.93924,987.48,0.019,0.0417,0.4396
8.51,0.00693,0.032,1188.09,0.96743,1228.09,0.0203,0.10336,0.2389
35.45,0.03679,0.025,983.53,1.02076,963.53,0.0229,0.08932,0.5338
12.07,0.01054,0.031,1084.69,0.94758,1144.69,0.0107,0.11012,0.6148
35.23,0.03923,0.028,917.99,1.02227,897.99,0.0282,0.1815,0.1337
9.46,0.00782,0.028,1190.06,0.98347,1210.06,0.0238,0.10544,0.1265
105.58,0.09958,0.023,1140.3,1.07545,1060.3,0.0234,0.23078,0.3247
59.89,0.05551,0.024,1138.97,1.05561,1078.97,0.024,0.04584,0.4533
79.91,0.10058,0.024,874.47,1.1007,794.47,0.0254,0.09299,0.1528
97.98,0.11472,0.031,954.09,1.11708,854.09,0.0203,0.09552,0.1678
44.19,0.0457,0.035,1026.98,1.06205,966.98,0.016,0.06431,2.4855
11.16,0.01083,0.021,970.17,0.94176,1030.17,0.0265,0.20247,0.1628
57.61,0.07653,0.023,812.75,1.07971,752.75,0.0102,0.07625,0.2432
79.63,0.11023,0.022,802.37,1.11075,722.37,0.0179,0.06928,0.0788
59.74,0.08031,0.035,803.89,1.08066,743.89,0.024,0.11628,0.2811
1.77,0.00189,0.026,898.33,0.95737,938.33,0.011,0.12034,0.0924
1.18,0.00103,0.03,1110.61,0.96524,1150.61,0.0196,0.06242,0.1888
0.0,0.0,0.03,1082.06,0.93116,1162.06,0.0294,0.0473,0.0748
99.19,0.13286,0.026,846.58,1.13394,746.58,0.0217,0.04034,0.1405
75.74,0.06582,0.033,1150.76,1.0,1150.76,0.029,0.18158,0.9246
2.87,0.00303,0.032,887.59,0.93668,947.59,0.0121,0.10956,0.2833
0.0,0.0,0.021,865.98,0.91543,945.98,0.0151,0.07749,0.1003
60.37,0.07584,0.026,855.98,1.07538,795.98,0.0297,0.12474,0.085
0.0,0.0,0.022,1067.28,0.93027,1147.28,0.0116,0.04592,0.1071
0.0,0.0,0.022,962.52,0.92326,1042.52,0.0224,0.09981,0.0612
5.03,0.00428,0.024,1175.84,1.0,1175.84,0.0133,0.04142,0.0812
13.81,0.01598,0.029,844.24,0.97686,864.24,0.0142,0.169,0.1629
18.67,0.01533,0.031,1137.63,0.9343,1217.63,0.0223,0.21926,0.2306
52.6,0.04323,0.029,1156.68,0.95069,1216.68,0.0251,0.22867,0.5596
0.0,0.0,0.027,816.42,0.95329,856.42,0.0218,0.02819,0.0944
6.15,0.0057,0.033,1038.14,0.9629,1078.14,0.0108,0.13807,0.1306
5.82,0.00499,0.029,1147.14,0.98286,1167.14,0.0201,0.11243,0.0706
6.2,0.00578,0.027,1013.16,0.94409,1073.1599999999999,0.0153,0.15325,0.1721
12.56,0.01128,0.031,1113.33,1.0,1113.33,0.0268,0.05188,0.3414
21.1,0.01785,0.029,1162.25,0.98308,1182.25,0.0136,0.13427,0.261
97.58,0.12173,0.031,901.62,1.12475,801.62,0.0187,0.12987,0.2693
95.94,0.08805,0.023,1189.67,1.09177,1089.67,0.0104,0.02384,0.2545
10.08,0.0092,0.031,1095.56,1.0,1095.56,0.0277,0.04519,0.2928
20.59,0.02122,0.03,990.2,1.02061,970.2,0.0126,0.06823,0.1053
16.28,0.01451,0.034,1122.37,1.0,1122.37,0.012,0.15032,0.0645
10.16,0.00819,0.032,1159.84,0.93548,1239.84,0.016,0.17851,0.2026
78.95,0.07945,0.025,1073.75,1.0805,993.75,0.0143,0.01729,0.0831
79.5,0.0733,0.026,1164.57,1.07376,1084.57,0.0196,0.11457,0.0635
78.56,0.0714,0.027,1180.23,1.07271,1100.23,0.0121,0.012,0.0777
0.01,1e-05,0.021,1168.47,0.95116,1228.47,0.0279,0.03194,0.2751
24.72,0.02114,0.03,1169.31,1.0,1169.31,0.0179,0.10686,0.2915
69.67,0.06519,0.034,1048.68,0.98129,1068.68,0.028,0.29432,0.4309
57.53,0.05668,0.026,1034.97,1.01971,1014.97,0.0126,0.14056,0.9069
23.96,0.02395,0.026,1020.57,1.01999,1000.57,0.0157,0.05988,0.3693
0.45,0.00042,0.032,1024.16,0.96241,1064.16,0.0103,0.04484,0.3419
0.0,0.0,0.03,1147.55,0.95031,1207.55,0.0163,0.05121,0.0694
58.28,0.06911,0.027,903.35,1.07114,843.35,0.0122,0.05174,0.1224
63.57,0.07007,0.026,967.23,1.06614,907.23,0.0197,0.12325,0.2842
149.06,0.13843,0.031,1056.78,0.98143,1076.78,0.0219,0.37691,1.1184
0.9,0.00103,0.023,809.86,0.93102,869.86,0.0111,0.18233,0.0619
107.15,0.09986,0.02,1093.03,1.01864,1073.03,0.0197,0.30686,0.5498
40.09,0.04694,0.031,894.07,1.04683,854.07,0.0214,0.07902,0.2601
7.21,0.00571,0.028,1183.13,0.93667,1263.13,0.0214,0.07673,0.87
0.0,0.0,0.029,1194.6,0.93724,1274.6,0.0163,0.05392,0.0613
5.22,0.0052,0.028,1004.71,1.0,1004.71,0.0257,0.04221,0.0999
13.31,0.01119,0.032,1189.81,1.0,1189.81,0.0107,0.05094,1.0043
99.77,0.11879,0.023,939.92,1.11906,839.92,0.0246,0.02732,0.2453
19.79,0.01683,0.023,1196.22,1.017,1176.22,0.0203,0.02638,0.0619
1.01,0.00087,0.031,1139.82,0.98276,1159.82,0.0178,0.03287,0.2644
0.11,0.0001,0.022,992.74,0.94301,1052.74,0.0252,0.0708,0.1328
19.97,0.02408,0.023,849.33,1.02412,829.33,0.0135,0.06071,0.085
59.69,0.07102,0.03,900.46,1.07139,840.46,0.0279,0.05735,0.0885
2.22,0.0019,0.029,1089.5,0.93159,1169.5,0.0268,0.0582,0.8168
0.01,1e-05,0.027,865.71,0.93518,925.71,0.0201,0.06777,0.1098
40.01,0.03858,0.029,1076.99,1.03857,1036.99,0.0298,0.05638,0.0724
19.2,0.01957,0.028,901.26,0.91847,981.26,0.0113,0.18541,0.5652
98.36,0.09881,0.034,1095.48,1.10045,995.48,0.0186,0.14237,0.1116
61.66,0.06558,0.028,1000.18,1.06382,940.18,0.0103,0.1468,0.1563
86.5,0.08133,0.029,1143.55,1.07522,1063.55,0.026,0.13359,0.3434
72.63,0.08263,0.026,958.97,1.09102,878.97,0.0143,0.04928,0.6248
98.78,0.12769,0.03,873.57,1.12927,773.57,0.0108,0.12284,0.0687
60.5,0.0536,0.022,1188.81,1.05315,1128.81,0.0158,0.11846,0.0847
0.76,0.0008,0.031,930.49,0.97896,950.49,0.0128,0.05394,0.1095
34.97,0.03108,0.02,1045.06,0.92889,1125.06,0.0203,0.27574,0.3235
102.8,0.09347,0.032,1199.78,1.09093,1099.78,0.0255,0.22041,0.0953
81.97,0.0761,0.031,1157.13,1.07427,1077.13,0.0248,0.10735,0.3698
48.16,0.06284,0.029,806.38,1.05219,766.38,0.0201,0.17782,0.1901
0.03,3e-05,0.028,1105.84,0.98224,1125.84,0.0215,0.02863,0.0734
5.94,0.00609,0.025,954.76,0.97948,974.76,0.0274,0.13991,0.0642
37.3,0.03821,0.032,1016.21,1.04097,976.21,0.0287,0.02043,0.6214
0.0,0.0,0.021,908.35,0.95782,948.35,0.0238,0.01777,0.0944
19.98,0.01694,0.028,1179.26,1.0,1179.26,0.0258,0.07988,0.2984
46.13,0.04298,0.024,1113.3,1.03727,1073.3,0.0249,0.04115,1.3441
62.06,0.0758,0.028,858.74,1.04886,818.74,0.0237,0.18348,0.4404
3.31,0.00332,0.024,996.54,1.0,996.54,0.0169,0.01684,0.6113
59.28,0.0557,0.024,1124.31,1.05637,1064.31,0.0163,0.05268,0.0747
104.69,0.11954,0.032,955.8,1.09135,875.8,0.0201,0.23442,0.5274
75.1,0.07315,0.034,1106.6,1.07793,1026.6,0.0116,0.0724,0.198
10.64,0.01031,0.023,952.06,0.92249,1032.06,0.0257,0.29736,0.104
0.58,0.00061,0.032,889.6,0.93682,949.6,0.0296,0.10586,0.1274
0.3,0.00029,0.02,997.17,0.96143,1037.17,0.0215,0.05759,0.1404
4.66,0.00528,0.03,842.13,0.95466,882.13,0.0208,0.14551,0.1344
112.73,0.12708,0.029,907.08,1.02255,887.08,0.0288,0.55998,0.2677
24.72,0.02532,0.029,996.31,1.02049,976.31,0.0215,0.06308,0.3455
95.48,0.11057,0.026,943.51,1.09265,863.51,0.014,0.18339,0.6222
29.29,0.02485,0.032,1158.68,0.98303,1178.68,0.0255,0.1707,0.2461
10.74,0.01122,0.024,897.41,0.93733,957.41,0.0108,0.29068,0.092
0.01,1e-05,0.031,1055.53,0.92955,1135.53,0.0246,0.03529,0.49
59.04,0.05604,0.032,1113.6,1.05695,1053.6,0.0257,0.0093,0.112
45.83,0.05835,0.034,825.39,1.05093,785.39,0.0173,0.21206,0.0971
30.09,0.03125,0.029,903.03,0.9377,963.03,0.013,0.17623,0.8404
4.03,0.00363,0.03,1051.25,0.94601,1111.25,0.0294,0.07652,0.4628
75.9,0.09931,0.024,844.31,1.10467,764.31,0.0112,0.09048,0.4862
38.04,0.03989,0.021,893.63,0.93708,953.63,0.0226,0.18536,0.8775
22.64,0.02377,0.02,932.37,0.979,952.37,0.0105,0.27877,0.0934
58.35,0.05682,0.035,1087.01,1.05842,1027.01,0.0243,0.04962,0.1272
83.36,0.09759,0.021,934.15,1.09366,854.15,0.0284,0.0944,0.4117
7.05,0.00707,0.024,996.75,1.0,996.75,0.0101,0.05562,0.1282
5.93,0.00589,0.025,1007.41,1.0,1007.41,0.0233,0.03633,0.175
18.01,0.0168,0.032,1072.25,1.0,1072.25,0.0279,0.15169,0.0789
8.97,0.00791,0.029,1074.07,0.94709,1134.07,0.0288,0.09665,0.4993
118.78,0.10914,0.024,1168.32,1.07351,1088.32,0.0253,0.17747,0.8528
130.16,0.12878,0.026,1110.68,1.09894,1010.6800000000001,0.0194,0.22585,0.6108
5.07,0.00489,0.029,1037.19,1.0,1037.19,0.0142,0.033,0.2524
69.34,0.06719,0.027,1092.0,1.05814,1032.0,0.0163,0.08501,2.2102
100.39,0.10378,0.022,1067.32,1.10338,967.3199999999999,0.0194,0.12679,0.2363
37.03,0.04087,0.023,926.14,1.02207,906.14,0.0171,0.2549,0.0788
59.24,0.05538,0.03,1129.77,1.05609,1069.77,0.0257,0.03136,0.1188
76.06,0.06608,0.031,1191.02,1.03475,1151.02,0.0182,0.16983,0.576
98.36,0.11678,0.029,942.24,1.11873,842.24,0.0184,0.02172,0.1387
8.55,0.00946,0.03,884.16,0.97788,904.16,0.0295,0.09157,0.2646
0.97,0.00083,0.021,1127.2,0.96573,1167.2,0.0248,0.1071,0.0518
4.46,0.00435,0.022,1005.73,0.9805,1025.73,0.0194,0.1107,0.0709
46.66,0.05644,0.029,866.65,1.04839,826.65,0.0267,0.18276,0.1189
4.16,0.00416,0.026,960.29,0.96001,1000.29,0.0209,0.10248,0.1922
59.49,0.07691,0.02,833.47,1.07757,773.47,0.0171,0.04032,0.1472
98.34,0.12949,0.033,859.47,1.13167,759.47,0.0163,0.09675,0.1044
0.0,0.0,0.023,1092.99,0.94796,1152.99,0.0216,0.03344,0.0601
0.0,0.0,0.023,1122.75,0.93349,1202.75,0.0209,0.01475,0.0983
55.94,0.07256,0.034,830.94,1.07783,770.94,0.0244,0.03537,0.4357
30.91,0.03199,0.026,966.09,1.0,966.09,0.0295,0.14851,0.2873
98.08,0.13309,0.034,836.95,1.13569,736.95,0.0167,0.0217,0.1193
0.0,0.0,0.026,864.34,0.93509,924.34,0.0251,0.04328,0.0843
77.06,0.08205,0.026,1019.15,1.08518,939.15,0.0178,0.06088,0.3148
60.48,0.07004,0.033,923.5,1.06948,863.5,0.0227,0.11232,0.2579
75.29,0.08375,0.034,979.03,1.08898,899.03,0.011,0.07513,0.2066
28.17,0.02852,0.021,987.69,1.0,987.69,0.026,0.20948,0.1148
0.12,0.00015,0.024,806.85,0.97581,826.85,0.0188,0.02801,0.2353
0.0,0.0,0.024,883.32,0.91695,963.32,0.0209,0.08715,0.0872
0.0,0.0,0.033,1123.5,0.93353,1203.5,0.02,0.03196,0.0702
5.56,0.00489,0.031,1137.8,1.0,1137.8,0.0152,0.04028,0.135
10.47,0.00962,0.026,1068.53,0.98163,1088.53,0.0225,0.06992,0.4203
26.29,0.02236,0.028,1195.68,1.01701,1175.68,0.0221,0.04435,0.7975
38.02,0.04781,0.03,835.17,1.0503,795.17,0.0176,0.02366,0.1798
58.43,0.06509,0.033,957.68,1.06684,897.68,0.0194,0.05292,0.1113
0.13,0.00014,0.031,906.46,0.97841,926.46,0.0297,0.02814,0.1745
70.62,0.06777,0.021,1102.03,1.05758,1042.03,0.0152,0.12954,0.4035
21.0,0.02366,0.021,887.49,1.0,887.49,0.0185,0.06022,1.1348
99.32,0.08702,0.026,1161.41,1.01752,1141.41,0.0169,0.27338,0.5531
42.6,0.0379,0.023,1144.14,1.01779,1124.14,0.0136,0.153,0.2312
44.08,0.0368,0.027,1177.96,0.9833,1197.96,0.0137,0.08287,11.3987
28.12,0.02605,0.023,1099.29,1.01853,1079.29,0.0151,0.08448,0.2362
73.99,0.08655,0.032,934.93,1.09357,854.93,0.0122,0.03491,0.3103
63.95,0.05703,0.024,1181.27,1.05351,1121.27,0.0266,0.08518,0.3051
28.82,0.02364,0.024,1198.9,0.98359,1218.9,0.0154,0.12028,0.485
79.98,0.10668,0.026,829.73,1.10671,749.73,0.0285,0.05966,0.1012
56.32,0.06973,0.032,847.68,1.04952,807.68,0.0102,0.15502,0.6607
99.5,0.11875,0.023,937.92,1.11934,837.92,0.0144,0.02574,0.0525
1.29,0.00109,0.024,1164.26,0.98311,1184.26,0.0247,0.04309,0.1313
9.69,0.00803,0.032,1166.01,0.96683,1206.01,0.0242,0.09111,0.3609
2.72,0.00236,0.022,1112.1,0.96528,1152.1,0.0231,0.10129,0.106
0.0,0.0,0.031,834.95,0.91256,914.95,0.0105,0.0762,0.115
13.0,0.01389,0.028,895.85,0.95726,935.85,0.0196,0.22377,0.1263
22.24,0.0263,0.024,865.62,1.02365,845.62,0.0193,0.05594,0.2956
38.55,0.05035,0.032,805.7,1.05224,765.7,0.0128,0.03176,0.0908
0.0,0.0,0.034,965.33,0.92347,1045.33,0.0208,0.03311,0.1959
18.53,0.01961,0.035,1004.76,1.06351,944.76,0.0291,0.03401,20.2415
87.55,0.10064,0.024,969.96,1.11495,869.96,0.014,0.04574,1.1854
0.0,0.0,0.025,1043.17,0.92877,1123.17,0.0148,0.02719,0.0516
19.82,0.02525,0.021,804.92,1.02548,784.92,0.0173,0.04131,0.137
7.9,0.0075,0.025,1033.51,0.98102,1053.51,0.0141,0.11412,0.1197
66.12,0.06578,0.031,1065.19,1.05969,1005.19,0.0252,0.20348,0.1015
15.98,0.01611,0.029,992.08,1.0,992.08,0.0164,0.10405,0.1724
78.02,0.0821,0.024,1030.35,1.08418,950.3499999999999,0.0136,0.09518,0.271
79.7,0.0807,0.03,1067.59,1.08101,987.5899999999999,0.0266,0.10201,0.0518
49.84,0.06254,0.024,836.89,1.0502,796.89,0.0279,0.17104,0.1955
100.41,0.09314,0.02,1178.0,1.09276,1078.0,0.0252,0.05888,0.1138
83.83,0.07354,0.027,1120.0,0.98246,1140.0,0.0261,0.25061,0.7165
1.02,0.00081,0.028,1179.92,0.9365,1259.92,0.0153,0.13111,0.0955
0.02,2e-05,0.028,1176.19,0.96711,1216.19,0.021,0.03082,0.1756
0.03,3e-05,0.022,907.71,0.919,987.71,0.0128,0.07487,0.1836
0.0,0.0,0.031,1187.45,0.93688,1267.45,0.0207,0.01836,0.1061
13.58,0.01416,0.024,958.93,1.0,958.93,0.0268,0.11577,0.0927
20.75,0.01932,0.028,1093.74,1.01863,1073.74,0.0231,0.03925,0.248
70.01,0.07468,0.024,997.48,1.064,937.48,0.0269,0.05535,1.9962
13.61,0.01472,0.032,924.72,1.0,924.72,0.0234,0.11288,0.1148
77.21,0.09956,0.034,855.48,1.10316,775.48,0.0104,0.13642,0.4201
79.83,0.07214,0.022,1186.56,1.0723,1106.56,0.0225,0.06381,0.1865
55.53,0.06144,0.031,963.75,1.06639,903.75,0.0117,0.04295,0.2335
39.26,0.03942,0.032,1035.95,1.04016,995.95,0.0255,0.05742,0.128
41.61,0.04534,0.031,957.76,1.04358,917.76,0.0264,0.1152,0.1024
5.11,0.0061,0.023,818.1,0.97614,838.1,0.0264,0.11206,0.1158
0.0,0.0,0.023,934.77,0.93968,994.77,0.0204,0.02639,0.1402
0.15,0.00017,0.028,811.98,0.91031,891.98,0.025,0.13988,0.0891
5.67,0.00528,0.031,1053.74,0.98137,1073.74,0.0118,0.04349,1.591
56.49,0.05064,0.035,1175.51,1.05379,1115.51,0.0217,0.04495,0.2125
61.06,0.06982,0.024,934.51,1.06861,874.51,0.0181,0.11265,0.2205
4.91,0.00482,0.035,997.8,0.98035,1017.8,0.0118,0.07528,0.2155
19.95,0.02081,0.031,918.61,0.95827,958.61,0.0167,0.23798,0.177
16.78,0.01774,0.03,945.95,1.0,945.95,0.0216,0.08934,0.2855
7.35,0.00612,0.034,1140.92,0.95004,1200.92,0.0145,0.0931,0.5046
78.82,0.07799,0.032,1090.68,1.07915,1010.6800000000001,0.0146,0.05562,0.0585
199.73,0.19597,0.028,1039.2,1.01962,1019.2,0.0212,0.48917,0.9919
21.11,0.01833,0.023,1111.6,0.96527,1151.6,0.0136,0.1147,0.6095
67.75,0.06293,0.03,1156.56,1.07431,1076.56,0.0153,0.06034,1.0808
14.04,0.01221,0.026,1110.03,0.96522,1150.03,0.0224,0.09492,0.5186
106.91,0.10525,0.02,1115.79,1.09845,1015.79,0.0132,0.30744,0.0877
37.98,0.04333,0.022,916.63,1.04563,876.63,0.0193,0.02893,0.7656
98.94,0.09584,0.026,1012.33,0.98063,1032.33,0.0254,0.15191,3.7675
38.77,0.0433,0.023,935.29,1.04468,895.29,0.0212,0.03075,0.6485
0.01,1e-05,0.032,1140.8,0.95003,1200.8,0.0197,0.04864,0.1305
45.34,0.04245,0.03,1068.0,1.0,1068.0,0.0215,0.14734,0.6034
10.68,0.01121,0.026,952.97,1.0,952.97,0.0266,0.04298,0.427
73.96,0.08058,0.032,997.79,1.08717,917.79,0.0208,0.02494,0.4759
4.28,0.00362,0.028,1182.74,1.0,1182.74,0.0272,0.01652,0.3293
17.36,0.0171,0.02,974.94,0.96059,1014.94,0.0209,0.07226,1.3861
18.99,0.01711,0.034,1089.78,0.98198,1109.78,0.0195,0.22924,0.0798
3.94,0.0032,0.021,1190.96,0.96751,1230.96,0.0219,0.05362,0.4239
0.01,1e-05,0.026,1189.15,0.95197,1249.15,0.025,0.05381,0.0959
15.19,0.01598,0.034,930.52,0.97896,950.52,0.015,0.10501,0.4812
40.25,0.03471,0.022,1199.55,1.0345,1159.55,0.0239,0.04939,0.1053
100.86,0.09375,0.033,1115.8,1.03718,1075.8,0.0112,0.63627,0.0843
5.87,0.00549,0.029,1028.38,0.96256,1068.38,0.0135,0.16366,0.0869
24.71,0.02761,0.031,915.0,1.02235,895.0,0.0183,0.10439,0.1297
33.95,0.03361,0.034,1029.99,1.0198,1009.99,0.0223,0.11732,0.2734
51.73,0.05668,0.033,952.66,1.04383,912.66,0.0225,0.20027,0.1477
75.62,0.07561,0.03,1080.12,1.07999,1000.1199999999999,0.0251,0.04729,0.6705
97.52,0.11323,0.023,961.24,1.11611,861.24,0.011,0.05075,0.1972
16.98,0.01467,0.027,1137.51,0.98272,1157.51,0.0279,0.18549,0.0921
103.09,0.10735,0.027,1060.35,1.10413,960.3499999999999,0.0253,0.16288,0.2385
5.09,0.00527,0.029,885.3,0.91712,965.3,0.0266,0.22434,0.1254
20.6,0.02098,0.031,1001.77,1.02037,981.77,0.0206,0.04539,0.354
69.24,0.06607,0.024,1087.98,1.03817,1047.98,0.0137,0.33567,0.1104
55.13,0.04695,0.026,1154.31,0.98297,1174.31,0.0167,0.1158,2.0449
30.73,0.03583,0.023,857.64,1.0,857.64,0.0275,0.05527,2.1989
79.66,0.11003,0.028,803.98,1.1105,723.98,0.0241,0.05495,0.0679
66.98,0.07757,0.021,843.5,0.97684,863.5,0.0171,0.24581,0.8971
15.59,0.01328,0.034,1114.3,0.94891,1174.3,0.0266,0.18026,0.2261
0.0,0.0,0.034,831.31,0.95409,871.31,0.0252,0.04081,0.0551
57.07,0.04892,0.027,1166.64,1.0,1166.64,0.0129,0.12022,1.6446
11.19,0.01033,0.028,1003.6,0.92617,1083.6,0.024,0.09985,0.9394
98.18,0.10011,0.031,1080.75,1.10196,980.75,0.0243,0.03628,0.1895
34.94,0.04028,0.03,807.45,0.93083,867.45,0.0296,0.52343,0.1197
15.21,0.01392,0.031,1052.62,0.96339,1092.62,0.0229,0.0715,1.3828
79.42,0.07304,0.021,1167.34,1.07357,1087.34,0.0217,0.02266,0.6334
0.0,0.0,0.027,1068.0,0.9639,1108.0,0.0265,0.0285,0.0822
0.2,0.00018,0.025,1010.92,0.92667,1090.92,0.0297,0.13265,0.0695
12.45,0.01043,0.029,1193.54,1.0,1193.54,0.0297,0.07923,0.1088
0.0,0.0,0.02,956.34,0.92281,1036.3400000000001,0.02,0.0294,0.4251
78.91,0.07643,0.027,1112.43,1.07749,1032.43,0.0144,0.05514,0.0718
4.26,0.00422,0.03,988.4,0.98017,1008.4,0.0179,0.08731,0.121
39.89,0.0448,0.024,930.36,1.04493,890.36,0.0245,0.01702,0.2103
39.3,0.0426,0.029,962.53,1.04336,922.53,0.0148,0.08087,0.0554
20.08,0.02011,0.024,1018.28,1.02003,998.28,0.0127,0.04395,0.3115
0.08,7e-05,0.034,1170.45,0.9832,1190.45,0.0119,0.0253,0.1469
54.78,0.05569,0.028,1043.68,1.061,983.6800000000001,0.0161,0.05836,0.6223
126.82,0.11017,0.029,1191.18,1.03475,1151.18,0.0154,0.39562,0.3545
80.86,0.10264,0.031,887.83,1.12693,787.83,0.0172,0.08229,3.0695
78.84,0.08707,0.028,985.47,1.08835,905.47,0.0258,0.03485,0.2762
56.86,0.05157,0.028,1162.56,1.05442,1102.56,0.0131,0.06065,0.1935
113.56,0.11459,0.035,1051.01,1.06054,991.01,0.0293,0.32651,0.3906
77.04,0.08624,0.022,853.37,0.95523,893.37,0.026,0.33261,0.6902
18.65,0.02063,0.03,923.83,1.02213,903.83,0.0179,0.0184,0.1172
45.54,0.03983,0.022,1163.36,1.01749,1143.36,0.0267,0.10474,0.4851
59.58,0.06972,0.034,914.5,1.07022,854.5,0.0283,0.09878,0.1685
80.67,0.09466,0.023,932.19,1.09388,852.19,0.0285,0.0278,0.237
98.9,0.10787,0.034,1016.81,1.10907,916.81,0.0176,0.17802,0.094
31.88,0.03202,0.025,1015.62,1.02009,995.62,0.0186,0.05611,1.4776
80.05,0.09135,0.022,956.32,1.09129,876.32,0.0248,0.0679,0.0692
28.89,0.02871,0.03,1006.29,1.0,1006.29,0.0178,0.17119,0.1931
79.98,0.09552,0.027,917.34,1.09554,837.34,0.0293,0.02156,0.0662
26.86,0.0219,0.021,1186.67,0.96739,1226.67,0.0107,0.2191,0.1817
3.91,0.00408,0.029,918.51,0.95827,958.51,0.0113,0.05933,0.8799
96.9,0.10969,0.031,983.43,1.1132,883.43,0.01,0.09889,0.1452
79.59,0.07988,0.033,1036.34,1.04015,996.3399999999999,0.0109,0.28011,0.2993
78.94,0.09126,0.034,944.96,1.09249,864.96,0.0265,0.0555,0.1158
179.03,0.21799,0.022,881.28,1.07306,821.28,0.0188,0.22742,5.3042
0.15,0.00017,0.035,833.5,0.93285,893.5,0.0182,0.05646,0.3772
98.76,0.09008,0.028,1196.33,1.09121,1096.33,0.0134,0.11547,0.0671
20.65,0.02308,0.022,894.74,1.0,894.74,0.0187,0.12936,0.2078
0.88,0.00102,0.029,845.12,0.97688,865.12,0.0109,0.0403,0.3085
59.66,0.05413,0.032,1162.07,1.05444,1102.07,0.0257,0.10081,0.0705
0.16,0.00016,0.031,979.09,0.97998,999.09,0.0272,0.03796,0.0909
