C,C/K,D,S,S/K,k,r,sigma,t
10.34,0.0102,0.029,993.71,0.98027,1013.71,0.026,0.0724,0.4428
124.14,0.14576,0.03,951.67,1.11742,851.67,0.0193,0.15893,2.3708
58.54,0.06769,0.029,924.88,1.06937,864.88,0.0154,0.07535,0.1107
60.48,0.05967,0.033,1073.61,1.05919,1013.6099999999999,0.022,0.10239,0.2405
10.67,0.00959,0.032,1072.78,0.96405,1112.78,0.0241,0.12673,0.2327
37.53,0.04352,0.031,902.36,1.04638,862.36,0.0241,0.04383,0.5103
44.05,0.04624,0.025,972.73,1.02099,952.73,0.0144,0.08005,2.607
0.46,0.00051,0.022,855.8,0.95535,895.8,0.0299,0.04426,0.3455
58.67,0.0605,0.027,1029.83,1.06187,969.8299999999999,0.0156,0.08152,0.1204
11.23,0.00915,0.02,1186.67,0.96739,1226.67,0.028,0.04105,1.3163
256.12,0.24201,0.021,1118.32,1.05669,1058.32,0.0124,0.38225,2.2607
0.0,0.0,0.033,841.41,0.91318,921.41,0.0284,0.02857,0.2342
1.14,0.00103,0.021,1044.88,0.9457,1104.88,0.016,0.03981,0.9929
17.43,0.01689,0.021,1032.26,1.0,1032.26,0.0286,0.14561,0.0817
38.63,0.04591,0.031,881.35,1.04754,841.35,0.0235,0.01359,0.1824
0.81,0.00086,0.024,923.86,0.97881,943.86,0.0192,0.04801,0.1331
47.96,0.05187,0.027,964.65,1.04326,924.65,0.0101,0.16217,0.1701
23.0,0.02638,0.033,871.86,1.0,871.86,0.028,0.17589,0.1466
7.29,0.00571,0.021,1196.61,0.93733,1276.61,0.0209,0.06887,0.9558
14.07,0.01227,0.029,1146.5,1.0,1146.5,0.0298,0.05926,0.269
11.45,0.01258,0.021,870.42,0.95606,910.42,0.0159,0.16177,0.2248
80.12,0.11038,0.02,805.88,1.11021,725.88,0.0243,0.04531,0.0804
48.9,0.06416,0.03,822.17,1.07872,762.17,0.0109,0.06259,0.984
79.68,0.10445,0.032,842.87,1.10487,762.87,0.0153,0.18585,0.1249
79.89,0.10493,0.027,841.35,1.10508,761.35,0.0282,0.10944,0.1074
42.7,0.04401,0.031,1010.18,1.04123,970.18,0.02,0.11975,0.1297
32.49,0.02634,0.028,1193.49,0.96757,1233.49,0.0175,0.10199,1.3702
81.7,0.08315,0.023,1082.61,1.10177,982.6099999999999,0.0104,0.06014,1.8738
1.88,0.00165,0.028,1042.43,0.91247,1142.43,0.0281,0.11557,0.2754
75.36,0.06253,0.03,1185.13,0.9834,1205.13,0.0291,0.26187,0.4791
40.27,0.04258,0.024,985.65,1.0423,945.65,0.0166,0.08355,0.1387
0.0,0.0,0.022,1066.91,0.94676,1126.91,0.0297,0.03174,0.1008
0.02,2e-05,0.031,968.02,0.90637,1068.02,0.0152,0.11499,0.0919
105.44,0.09692,0.02,1187.91,1.09192,1087.91,0.0271,0.09565,0.4722
41.11,0.042,0.025,938.77,0.95913,978.77,0.0141,0.18002,0.8455
0.01,1e-05,0.021,1190.85,0.92253,1290.85,0.0279,0.07459,0.1273
5.95,0.00481,0.022,1157.11,0.93533,1237.11,0.0122,0.12058,0.3028
15.76,0.01543,0.034,921.52,0.90211,1021.52,0.0284,0.29431,0.2032
113.01,0.1144,0.022,1087.81,1.10123,987.81,0.0265,0.07758,1.8898
6.16,0.0052,0.023,1145.13,0.96625,1185.13,0.0143,0.14122,0.0971
2.57,0.00268,0.035,940.32,0.97917,960.32,0.0234,0.06,0.1925
15.58,0.01537,0.03,953.89,0.94082,1013.89,0.0113,0.13052,0.6952
54.23,0.05832,0.035,989.93,1.06452,929.93,0.0177,0.05831,0.3632
99.15,0.10716,0.023,1025.21,1.10808,925.21,0.0124,0.06192,0.0702
0.0,0.0,0.024,1082.1,0.9154,1182.1,0.0162,0.05759,0.0942
30.25,0.03417,0.03,925.36,1.04518,885.36,0.0111,0.04333,0.8229
23.09,0.02022,0.021,1061.75,0.92993,1141.75,0.0256,0.13279,0.828
99.84,0.0986,0.026,1112.56,1.09876,1012.56,0.026,0.11353,0.1363
53.75,0.04856,0.032,1146.83,1.03614,1106.83,0.0148,0.26611,0.0657
120.79,0.13633,0.025,965.99,1.09029,885.99,0.0196,0.26662,0.6327
79.14,0.08078,0.028,1059.72,1.08166,979.72,0.016,0.00941,0.0616
0.38,0.00043,0.031,836.15,0.95435,876.15,0.0252,0.04869,0.3236
2.78,0.0029,0.022,899.22,0.93745,959.22,0.0141,0.22406,0.058
13.16,0.01336,0.032,984.74,1.0,984.74,0.024,0.10242,0.1151
0.2,0.00017,0.02,1097.84,0.91652,1197.84,0.012,0.05239,0.6168
59.06,0.07155,0.033,885.42,1.07269,825.42,0.0193,0.04109,0.0706
0.24,0.00024,0.024,938.76,0.93993,998.76,0.0216,0.03296,0.92
5.09,0.00496,0.023,985.68,0.961,1025.6799999999998,0.0119,0.11805,0.1641
91.59,0.08325,0.033,1160.14,1.05454,1100.14,0.0299,0.09354,3.0471
78.79,0.0899,0.03,956.45,1.09128,876.45,0.0197,0.10261,0.1116
96.43,0.08933,0.026,1179.51,1.09263,1079.51,0.0186,0.07671,0.4549
103.52,0.11515,0.027,998.99,1.11124,898.99,0.0273,0.12148,0.5392
12.67,0.01278,0.033,971.11,0.97982,991.11,0.0209,0.07085,0.8159
0.04,3e-05,0.021,1125.48,0.9184,1225.48,0.0225,0.0525,0.3518
80.32,0.10477,0.021,826.65,1.07826,766.65,0.0277,0.13248,0.9869
30.41,0.02888,0.033,1072.83,1.019,1052.83,0.0261,0.15646,0.0843
0.29,0.00025,0.026,1059.08,0.92977,1139.08,0.0282,0.0385,0.8185
0.02,2e-05,0.021,1042.1,0.94556,1102.1,0.0298,0.04715,0.1843
90.19,0.09151,0.022,1065.6,1.08117,985.5999999999999,0.0249,0.11698,0.6011
91.03,0.09028,0.031,1068.27,1.05951,1008.27,0.0109,0.17364,0.9949
20.69,0.02172,0.034,972.42,1.021,952.42,0.0286,0.04383,0.2465
2.19,0.00213,0.032,1009.33,0.98057,1029.33,0.0151,0.07006,0.1068
7.03,0.00567,0.025,1138.99,0.91929,1238.99,0.0224,0.07048,1.3758
81.16,0.07763,0.025,1125.41,1.07652,1045.41,0.0194,0.08184,0.8273
0.01,1e-05,0.027,837.95,0.89338,937.95,0.0199,0.12017,0.0954
0.0,0.0,0.034,895.1,0.89951,995.1,0.0157,0.02402,0.3589
30.57,0.03398,0.023,879.71,0.97777,899.71,0.025,0.09061,1.5297
87.7,0.08218,0.027,1087.11,1.01874,1067.11,0.0119,0.61074,0.0891
1.15,0.00112,0.032,925.59,0.9025,1025.5900000000001,0.0161,0.13261,0.2249
6.6,0.00589,0.028,1061.22,0.94649,1121.22,0.0244,0.08477,0.5428
70.83,0.07386,0.032,979.03,1.02085,959.03,0.015,0.31572,0.2686
0.9,0.00084,0.025,975.87,0.90705,1075.87,0.0219,0.06481,0.7659
131.68,0.17548,0.029,850.41,1.13326,750.41,0.0246,0.19196,1.8767
60.14,0.07356,0.035,897.57,1.09785,817.57,0.0246,0.0326,1.9256
18.42,0.01807,0.033,979.53,0.96077,1019.53,0.0131,0.28311,0.0994
0.0,0.0,0.03,1104.4,0.93246,1184.4,0.0258,0.02281,0.0756
98.8,0.13188,0.031,849.16,1.13348,749.16,0.0105,0.20844,0.0866
0.09,8e-05,0.029,1024.24,0.91105,1124.24,0.0173,0.10935,0.1223
78.81,0.09133,0.034,942.88,1.09271,862.88,0.0245,0.10111,0.1139
45.93,0.03992,0.032,1170.69,1.01738,1150.69,0.0113,0.13659,0.4268
0.22,0.00022,0.031,896.99,0.8997,996.99,0.0104,0.1744,0.0775
5.89,0.00544,0.035,1022.84,0.94459,1082.8400000000001,0.014,0.07757,0.8924
0.0,0.0,0.032,911.66,0.93825,971.66,0.0274,0.02978,0.1096
0.49,0.00043,0.027,1063.7,0.93005,1143.7,0.0252,0.0655,0.3519
1.69,0.00194,0.032,852.42,0.97708,872.42,0.0224,0.05416,0.2072
95.78,0.1256,0.032,862.58,1.13113,762.58,0.0266,0.03604,0.5853
15.54,0.0153,0.027,975.73,0.96062,1015.73,0.0239,0.08031,1.0879
3.26,0.00277,0.021,1098.46,0.93211,1178.46,0.0244,0.07618,0.5307
0.67,0.00054,0.027,1175.91,0.95145,1235.91,0.0229,0.10935,0.0734
78.55,0.08355,0.03,1020.16,1.08509,940.16,0.0215,0.09676,0.1738
96.13,0.09514,0.021,1090.37,1.07918,1010.3699999999999,0.0178,0.27557,0.1607
41.58,0.03527,0.021,1178.97,1.0,1178.97,0.0208,0.32673,0.0735
58.12,0.05463,0.027,1123.79,1.0564,1063.79,0.0149,0.07656,0.2065
0.0,0.0,0.029,906.13,0.90061,1006.13,0.0272,0.04327,0.0987
2.9,0.00289,0.023,1002.85,1.0,1002.85,0.0223,0.03076,0.0566
1.93,0.00221,0.031,812.12,0.9312,872.12,0.0104,0.05922,1.378
0.36,0.00043,0.025,801.01,0.95244,841.01,0.0152,0.03825,0.64
48.35,0.04624,0.03,1085.66,1.03825,1045.66,0.0236,0.20352,0.0747
2.43,0.00239,0.03,998.47,0.98036,1018.47,0.0101,0.08694,0.0751
79.5,0.07739,0.027,1107.27,1.07788,1027.27,0.0274,0.04974,0.3012
0.0,0.0,0.023,1122.54,0.9182,1222.54,0.0124,0.02966,0.082
34.23,0.03914,0.028,914.48,1.04574,874.48,0.0173,0.04545,1.4059
0.0,0.0,0.03,824.3,0.89181,924.3,0.0122,0.07239,0.0525
3.22,0.00321,0.027,963.54,0.96014,1003.54,0.0112,0.10479,0.1596
57.69,0.07636,0.035,815.54,1.07941,755.54,0.0177,0.09841,0.8695
3.9,0.00339,0.033,1109.01,0.96519,1149.01,0.0174,0.13554,0.0799
34.13,0.03037,0.026,1143.83,1.0178,1123.83,0.0178,0.16876,0.094
19.97,0.02358,0.022,867.05,1.02361,847.05,0.0207,0.04197,0.0781
7.99,0.00659,0.034,1172.33,0.96701,1212.33,0.0231,0.0584,0.9024
0.57,0.00046,0.029,1128.32,0.91859,1228.32,0.0295,0.14038,0.1008
100.47,0.10574,0.021,1010.12,1.06315,950.12,0.0266,0.13913,1.4072
5.05,0.00429,0.029,1156.66,0.983,1176.66,0.0206,0.04826,0.3797
0.72,0.00069,0.03,970.59,0.92385,1050.5900000000001,0.0226,0.06632,0.4997
0.0,0.0,0.022,1022.6,0.91092,1122.6,0.0256,0.02918,0.1441
83.01,0.07843,0.022,1138.38,1.07559,1058.38,0.0253,0.15279,0.1355
36.01,0.04611,0.033,820.99,1.05122,780.99,0.0196,0.03046,0.3435
79.63,0.08945,0.02,970.2,1.08987,890.2,0.0187,0.08604,0.1577
0.31,0.00027,0.029,1068.3,0.94682,1128.3,0.0173,0.09288,0.0954
78.13,0.09715,0.022,884.23,1.09947,804.23,0.0151,0.08698,0.3287
0.0,0.0,0.024,1101.47,0.91677,1201.47,0.0155,0.0785,0.0851
111.41,0.10782,0.034,1133.3,1.09678,1033.3,0.0178,0.14774,1.0856
27.75,0.03531,0.021,805.94,1.02545,785.94,0.0206,0.16289,0.0941
0.35,0.0003,0.025,1153.38,0.98296,1173.38,0.016,0.04323,0.0707
3.74,0.00327,0.026,1085.02,0.9476,1145.02,0.0186,0.04958,1.23
14.91,0.01378,0.024,1082.26,1.0,1082.26,0.0123,0.0816,0.2136
61.09,0.06926,0.021,942.06,1.06802,882.06,0.0192,0.12739,0.1308
4.78,0.00539,0.021,866.12,0.97743,886.12,0.0167,0.12601,0.079
213.44,0.23243,0.03,978.31,1.06534,918.31,0.0254,0.32629,2.873
5.82,0.00533,0.028,1051.24,0.96334,1091.24,0.0253,0.14598,0.1007
0.0,0.0,0.029,915.66,0.97862,935.66,0.0181,0.02355,0.1131
0.13,0.00015,0.023,850.01,0.97701,870.01,0.0245,0.04118,0.0916
59.04,0.07337,0.031,864.66,1.07457,804.66,0.0148,0.02691,0.0644
95.83,0.11455,0.031,936.58,1.11953,836.58,0.021,0.08882,0.4166
2.48,0.00236,0.024,1011.19,0.96195,1051.19,0.0298,0.04248,0.6095
8.53,0.00893,0.024,934.74,0.97905,954.74,0.0103,0.06935,0.536
0.13,0.00011,0.027,1129.94,0.98261,1149.94,0.0117,0.02817,0.1352
3.08,0.00322,0.031,876.03,0.91632,956.03,0.0243,0.25542,0.0736
33.93,0.03007,0.032,1148.43,1.01772,1128.43,0.0116,0.22582,0.052
8.88,0.00972,0.025,913.65,1.0,913.65,0.0162,0.06491,0.1629
0.24,0.00027,0.027,808.86,0.91,888.86,0.0284,0.10784,0.1706
45.24,0.0411,0.029,1140.71,1.03634,1100.71,0.0265,0.16607,0.0669
97.63,0.13047,0.032,848.31,1.13363,748.31,0.0141,0.02826,0.1435
1.84,0.00182,0.025,933.26,0.92105,1013.26,0.0198,0.07544,0.6081
77.78,0.08608,0.029,983.58,1.08854,903.58,0.0132,0.05647,0.1342
0.1,8e-05,0.03,1089.0,0.9159,1189.0,0.0171,0.0723,0.2643
6.12,0.00658,0.03,930.77,1.0,930.77,0.0258,0.02625,0.5529
59.27,0.05678,0.025,1103.77,1.05748,1043.77,0.0146,0.09696,0.1089
0.0,0.0,0.033,1019.53,0.91068,1119.53,0.0204,0.032,0.0704
1.31,0.00141,0.026,825.99,0.89201,925.99,0.0198,0.21132,0.1108
0.0,0.0,0.034,967.63,0.90633,1067.63,0.0118,0.05017,0.1585
0.0,0.0,0.022,970.69,0.92386,1050.69,0.0137,0.02187,0.4811
26.92,0.02844,0.024,926.46,0.97887,946.46,0.0208,0.12644,0.6209
36.59,0.04217,0.03,867.68,1.0,867.68,0.02,0.36801,0.0846
0.18,0.00018,0.025,908.36,0.91906,988.36,0.0203,0.08392,0.2151
39.24,0.04893,0.033,841.92,1.04988,801.92,0.0179,0.09146,0.0707
99.84,0.11987,0.026,932.9,1.12006,832.9,0.0258,0.14114,0.0608
99.41,0.09281,0.021,1171.11,1.09336,1071.11,0.0193,0.07559,0.1538
8.23,0.00712,0.024,1056.64,0.91354,1156.64,0.0188,0.09505,0.9791
22.64,0.02053,0.034,1022.69,0.92745,1102.69,0.0214,0.23709,0.2991
0.41,0.00039,0.028,1032.19,0.98099,1052.19,0.0204,0.02319,0.3908
0.0,0.0,0.027,1097.98,0.91653,1197.98,0.0227,0.03403,0.4144
0.0,0.0,0.032,820.32,0.93184,880.32,0.0256,0.02278,0.862
25.99,0.02303,0.027,1148.68,1.01772,1128.68,0.0267,0.08238,0.1377
31.13,0.03317,0.022,858.39,0.91475,938.39,0.0214,0.22641,0.6213
17.79,0.01563,0.02,1118.31,0.98243,1138.31,0.0216,0.12711,0.215
71.2,0.06378,0.029,1176.35,1.05375,1116.35,0.0201,0.12492,0.4416
40.78,0.04794,0.029,830.68,0.97649,850.68,0.0165,0.19347,0.6937
1.04,0.00122,0.021,834.85,0.9766,854.85,0.0281,0.03326,0.3268
39.27,0.03953,0.023,1013.33,1.02013,993.33,0.0274,0.15123,0.2105
4.09,0.00381,0.027,1054.07,0.98138,1074.07,0.0294,0.07751,0.1187
28.86,0.0261,0.031,1125.82,1.01809,1105.82,0.0284,0.09404,0.1763
59.77,0.0587,0.022,1078.21,1.05893,1018.21,0.0176,0.101,0.0718
0.0,0.0,0.022,1041.07,0.98115,1061.07,0.0157,0.00608,0.0967
20.57,0.02167,0.033,969.13,1.02107,949.13,0.0159,0.05845,0.2235
99.14,0.10011,0.023,1090.28,1.10098,990.28,0.0134,0.13499,0.0795
0.02,2e-05,0.021,1036.36,0.92834,1116.36,0.024,0.06662,0.1484
34.79,0.03252,0.034,1109.91,1.03739,1069.91,0.0155,0.05132,0.4637
0.0,0.0,0.031,882.01,0.91684,962.01,0.0124,0.04388,0.2108
0.0,0.0,0.029,1170.09,0.95122,1230.09,0.0124,0.03238,0.0743
11.4,0.01017,0.03,1060.84,0.94647,1120.84,0.025,0.0884,0.8191
20.95,0.02516,0.029,852.55,1.02402,832.55,0.0233,0.05949,0.1606
0.0,0.0,0.02,957.25,0.90541,1057.25,0.0187,0.01203,0.112
0.22,0.0002,0.034,998.61,0.90898,1098.6100000000001,0.0123,0.06202,0.6151
2.51,0.00251,0.029,898.67,0.89987,998.67,0.0139,0.18124,0.1762
45.9,0.0547,0.027,859.17,1.02383,839.17,0.0117,0.37025,0.0811
11.15,0.00859,0.022,1198.75,0.923,1298.75,0.0236,0.04612,3.6227
5.17,0.00555,0.033,831.08,0.8926,931.08,0.0105,0.21187,0.2261
79.13,0.10516,0.024,832.45,1.10632,752.45,0.0185,0.11137,0.2452
17.4,0.01824,0.034,953.78,1.0,953.78,0.0166,0.10229,0.2517
98.92,0.12429,0.026,895.9,1.12564,795.9,0.0146,0.05468,0.093
0.0,0.0,0.035,931.72,0.92093,1011.72,0.0179,0.0568,0.062
90.56,0.10387,0.022,951.88,1.09176,871.88,0.0228,0.09484,1.3973
0.28,0.00031,0.026,800.84,0.88899,900.84,0.0288,0.15774,0.1217
10.56,0.01102,0.033,877.91,0.91648,957.91,0.0226,0.12932,0.7183
99.31,0.09226,0.026,1176.47,1.0929,1076.47,0.0178,0.1391,0.0713
0.0,0.0,0.031,884.6,0.89844,984.6,0.0104,0.05641,0.1703
62.35,0.06759,0.022,982.44,1.06504,922.44,0.0206,0.1059,0.255
3.35,0.00347,0.022,906.1,0.93789,966.1,0.014,0.192,0.0875
9.12,0.01032,0.024,843.44,0.95472,883.44,0.0284,0.08849,0.5928
37.16,0.03572,0.024,1060.37,1.01922,1040.37,0.0277,0.09321,0.4193
2.45,0.00254,0.033,924.92,0.95855,964.92,0.026,0.05194,0.63
0.0,0.0,0.025,861.69,0.89602,961.69,0.029,0.03584,0.2358
44.28,0.04347,0.034,1098.58,1.07854,1018.5799999999999,0.011,0.04875,2.1034
39.85,0.03542,0.031,1165.11,1.03555,1125.11,0.0258,0.05233,0.3
11.57,0.01058,0.023,1073.72,0.98171,1093.72,0.013,0.09347,0.2743
97.86,0.12439,0.023,886.69,1.12711,786.69,0.0113,0.08675,0.1873
34.36,0.03095,0.024,1090.15,0.98198,1110.15,0.0297,0.09505,1.0043
74.94,0.08769,0.026,934.62,1.09361,854.62,0.0158,0.03882,0.4732
72.83,0.09271,0.035,865.61,1.10183,785.61,0.0183,0.08734,0.6572
2.65,0.00231,0.028,1085.36,0.94761,1145.36,0.0112,0.11766,0.1505
75.89,0.07321,0.025,1096.58,1.05788,1036.58,0.0253,0.20553,0.2004
24.38,0.02089,0.02,1107.23,0.9486,1167.23,0.0104,0.08838,2.0279
18.04,0.02061,0.022,875.2,1.0,875.2,0.0265,0.06788,0.5276
53.94,0.05448,0.027,1050.05,1.0606,990.05,0.0117,0.06736,1.0915
78.32,0.07968,0.02,1062.93,1.08139,982.9300000000001,0.0131,0.08136,0.2859
49.37,0.04812,0.029,1045.89,1.0195,1025.89,0.0194,0.11231,0.9404
20.58,0.02239,0.022,839.23,0.91297,919.23,0.0241,0.40751,0.1271
97.77,0.09392,0.033,1141.02,1.09606,1041.02,0.0152,0.12686,0.1184
79.64,0.10885,0.029,811.63,1.10934,731.63,0.0257,0.12683,0.0797
11.24,0.01082,0.033,1019.22,0.98075,1039.22,0.018,0.06897,0.7035
74.61,0.06762,0.03,1183.32,1.07251,1103.32,0.0106,0.04734,0.2281
0.0,0.0,0.024,1147.73,0.91985,1247.73,0.0123,0.02506,0.0796
19.53,0.02097,0.026,951.15,1.02148,931.15,0.0164,0.04354,0.0596
7.29,0.00679,0.025,1053.04,0.98136,1073.04,0.0199,0.14963,0.0587
59.64,0.06075,0.029,1041.74,1.06112,981.74,0.0279,0.02787,0.1272
1.13,0.00113,0.025,940.63,0.94004,1000.63,0.0238,0.05319,0.6053
0.43,0.00038,0.032,1063.44,0.93004,1143.44,0.0298,0.08124,0.2176
0.1,8e-05,0.033,1156.26,0.96656,1196.26,0.0199,0.03095,0.312
41.64,0.03762,0.03,1166.83,1.05421,1106.83,0.011,0.06949,6.0594
36.54,0.04165,0.032,917.31,1.04559,877.31,0.014,0.05258,0.2371
2.53,0.00209,0.022,1191.94,0.9835,1211.94,0.0235,0.07784,0.0617
33.15,0.03946,0.023,840.17,1.0,840.17,0.0263,0.13938,0.4954
66.92,0.06172,0.024,1144.28,1.05534,1084.28,0.0297,0.07458,0.5252
10.78,0.01195,0.033,821.76,0.91128,901.76,0.0257,0.20838,0.2943
39.26,0.0479,0.031,859.64,1.0488,819.64,0.0222,0.02146,0.0881
24.75,0.02087,0.029,1166.07,0.98314,1186.07,0.0273,0.29536,0.0599
59.33,0.07203,0.021,883.73,1.07284,823.73,0.0151,0.08692,0.1315
35.59,0.03141,0.026,1133.16,1.0,1133.16,0.0251,0.08084,1.0288
0.01,1e-05,0.032,1114.43,0.94891,1174.43,0.0236,0.06092,0.0818
22.75,0.01909,0.021,1191.77,1.0,1191.77,0.0137,0.08004,0.4215
79.25,0.10662,0.028,823.31,1.10763,743.31,0.0186,0.02624,0.0816
82.34,0.08198,0.026,1084.38,1.07965,1004.3800000000001,0.0217,0.14779,0.1767
72.29,0.0667,0.027,1163.81,1.07381,1083.81,0.0232,0.04292,2.4132
0.2,0.00019,0.026,1051.76,0.98134,1071.76,0.0291,0.02726,0.153
13.89,0.01283,0.022,1082.54,1.0,1082.54,0.0206,0.09213,0.1242
99.34,0.11259,0.021,982.28,1.11334,882.28,0.0134,0.09052,0.075
116.37,0.11577,0.028,1105.17,1.09949,1005.1700000000001,0.0177,0.16168,0.872
82.01,0.08509,0.03,1043.75,1.08301,963.75,0.0287,0.15125,0.1574
1.77,0.00163,0.03,1004.73,0.92625,1084.73,0.0292,0.11401,0.2139
78.42,0.0767,0.032,1102.37,1.07825,1022.3699999999999,0.015,0.03985,0.0796
3.9,0.00347,0.033,1042.53,0.92873,1122.53,0.024,0.08111,0.6686
0.19,0.00017,0.02,1076.65,0.94721,1136.65,0.0131,0.06997,0.1428
34.33,0.0413,0.027,871.31,1.04812,831.31,0.0105,0.01337,0.3859
99.23,0.1307,0.029,859.24,1.13171,759.24,0.0204,0.09397,0.0813
0.0,0.0,0.028,999.73,0.92591,1079.73,0.0166,0.04258,0.0941
80.16,0.08267,0.022,1049.58,1.08251,969.5799999999999,0.0255,0.01752,0.0976
33.74,0.03002,0.032,1123.76,1.0,1123.76,0.0146,0.16892,0.2273
0.0,0.0,0.023,1191.01,0.93706,1271.01,0.0276,0.04925,0.1524
102.79,0.13118,0.028,883.6,1.12762,783.6,0.0238,0.25934,0.1275
79.96,0.09981,0.025,881.15,1.09986,801.15,0.0252,0.08925,0.3445
0.0,0.0,0.034,874.01,0.91614,954.01,0.0261,0.05192,0.1822
0.0,0.0,0.028,1198.39,0.95232,1258.39,0.0187,0.03172,0.061
3.98,0.00326,0.022,1139.35,0.93439,1219.35,0.0295,0.108,0.2736
1.31,0.0013,0.022,971.47,0.96045,1011.47,0.0102,0.09119,0.1177
33.66,0.02905,0.03,1078.54,0.93095,1158.54,0.0155,0.19388,0.6652
44.37,0.05495,0.023,847.43,1.04954,807.43,0.0208,0.04624,3.118
102.69,0.12619,0.022,913.78,1.12288,813.78,0.0228,0.08916,1.1806
38.85,0.0347,0.02,1079.58,0.96427,1119.58,0.0152,0.23112,0.3226
97.07,0.09163,0.03,1159.41,1.09439,1059.41,0.0248,0.06122,0.3594
59.65,0.07918,0.024,813.36,1.07964,753.36,0.018,0.04958,0.0589
80.25,0.08415,0.022,1033.63,1.08389,953.6300000000001,0.0185,0.11492,0.1951
37.3,0.03514,0.024,1081.58,1.01884,1061.58,0.011,0.21069,0.0896
61.96,0.05722,0.026,1082.77,1.0,1082.77,0.0189,0.11689,2.0719
24.61,0.02439,0.026,1008.87,1.0,1008.87,0.027,0.11208,0.2988
45.51,0.05178,0.026,918.96,1.04551,878.96,0.012,0.10174,0.4897
7.57,0.00856,0.021,844.55,0.95478,884.55,0.0231,0.0824,0.5907
33.1,0.03437,0.025,1003.0,1.04154,963.0,0.0119,0.04313,1.0338
24.92,0.02509,0.029,953.24,0.95973,993.24,0.0285,0.15114,0.5233
0.0,0.0,0.034,939.01,0.95914,979.01,0.0183,0.0318,0.1071
78.49,0.08909,0.025,961.01,1.0908,881.01,0.0135,0.10225,0.1364
74.66,0.09814,0.032,840.74,1.10516,760.74,0.0133,0.07903,0.3367
0.0,0.0,0.029,1152.62,0.96646,1192.62,0.0291,0.03224,0.0662
1.02,0.00113,0.03,843.08,0.93356,903.08,0.0263,0.06416,0.5035
52.73,0.04773,0.035,1164.87,1.05431,1104.87,0.0298,0.02762,1.0287
56.88,0.06315,0.033,960.71,1.06661,900.71,0.0113,0.09385,0.2306
0.0,0.0,0.028,952.02,0.92248,1032.02,0.0108,0.03797,0.0985
75.79,0.0798,0.021,869.78,0.91577,949.78,0.0134,0.23989,1.8898
2.7,0.00254,0.026,1043.02,0.98119,1063.02,0.0164,0.10023,0.0531
93.36,0.09229,0.03,1111.6,1.09885,1011.5999999999999,0.0248,0.02684,0.819
0.0,0.0,0.027,824.57,0.93217,884.57,0.0165,0.02664,0.2186
39.45,0.03445,0.029,1184.98,1.03494,1144.98,0.0228,0.05767,0.1185
59.63,0.059,0.027,1070.68,1.05937,1010.6800000000001,0.0226,0.08236,0.0648
0.0,0.0,0.031,957.02,0.90539,1057.02,0.0253,0.08403,0.1021
34.86,0.04122,0.024,845.66,1.0,845.66,0.0263,0.30333,0.1161
0.86,0.00103,0.03,818.65,0.97615,838.65,0.0124,0.06667,0.0959
74.53,0.06553,0.026,1117.28,0.98241,1137.28,0.0124,0.2023,1.048
95.66,0.12449,0.032,868.43,1.13014,768.43,0.0152,0.10234,0.287
0.0,0.0,0.027,1053.59,0.92943,1133.59,0.0173,0.04005,0.1571
0.0,0.0,0.024,935.36,0.92121,1015.36,0.022,0.05268,0.1482
14.83,0.01312,0.034,1030.32,0.91153,1130.32,0.0112,0.11281,1.6094
70.38,0.06317,0.023,1034.07,0.92819,1114.07,0.0109,0.30851,0.6977
40.99,0.04068,0.033,1047.64,1.0397,1007.6400000000001,0.0207,0.08387,0.2282
49.18,0.04508,0.031,1110.89,1.01833,1090.89,0.0263,0.10091,0.9174
24.6,0.03133,0.027,805.24,1.02547,785.24,0.0123,0.12701,0.1077
12.11,0.01219,0.034,913.38,0.91947,993.38,0.0204,0.17134,0.4113
68.45,0.08001,0.021,915.47,1.07014,855.47,0.0188,0.06931,2.3965
94.85,0.09789,0.022,968.91,1.0,968.91,0.0291,0.39783,0.3792
8.81,0.00803,0.03,1096.47,1.0,1096.47,0.0167,0.06221,0.1282
8.4,0.00983,0.028,814.26,0.95318,854.26,0.0241,0.10008,0.5089
30.33,0.02696,0.02,1144.99,1.01778,1124.99,0.0272,0.15296,0.0697
0.0,0.0,0.031,1041.12,0.92864,1121.12,0.0126,0.03951,0.1035
8.16,0.00739,0.029,1103.8,1.0,1103.8,0.0119,0.07201,0.0787
67.72,0.08918,0.02,819.37,1.07901,759.37,0.0207,0.09047,1.0782
57.93,0.05504,0.026,1112.58,1.057,1052.58,0.0185,0.05204,0.2382
18.89,0.01686,0.022,1080.7,0.96431,1120.7,0.016,0.13798,0.3601
0.0,0.0,0.029,995.55,0.92562,1075.55,0.0283,0.02395,0.1593
2.07,0.00176,0.034,1157.58,0.98302,1177.58,0.0169,0.04435,0.2274
16.52,0.01452,0.029,1157.98,1.01758,1137.98,0.0233,0.0163,0.679
28.18,0.02573,0.027,1115.28,1.01826,1095.28,0.0279,0.09524,0.1503
0.15,0.00013,0.027,1050.64,0.92924,1130.64,0.0249,0.03624,0.8559
0.0,0.0,0.022,885.85,0.93656,945.85,0.0132,0.02478,0.1804
0.0,0.0,0.024,919.67,0.90193,1019.67,0.02,0.02898,0.2723
0.02,2e-05,0.026,1120.04,0.94915,1180.04,0.0154,0.06276,0.0921
1.21,0.00125,0.033,907.04,0.93795,967.04,0.0268,0.04351,1.1722
